Delegación,semana,mes,medicion
Cuajimalpa,26,6,61.2
Miguel Hidalgo,26,6,28.4
Nezahualcóyotl,26,6,19.3
Texcoco,26,6,8.6
Tlalpan,26,6,17.5
Tlalpan,26,6,26.2
Milpa Alta,26,6,3.7
Magdalena Contreras,26,6,60.7
Xochimilco,26,6,9.1
Gustavo A. Madero,26,6,38.9
Miguel Hidalgo,6,2,17.8
Gustavo A. Madero,6,2,39
Tlalpan,6,2,27.2
Cuauhtémoc,6,2,36.3
Tlalnepantla,6,2,20.8
Ecatepec,6,2,26.2
Cuajimalpa,6,2,46.6
Miguel Hidalgo,6,2,86.1
Nezahualcóyotl,6,2,31.8
Texcoco,6,2,11.7
Tlalpan,6,2,25.7
Tlalpan,6,2,81
Milpa Alta,6,2,36.8
Magdalena Contreras,6,2,51.7
Xochimilco,6,2,30.8
Gustavo A. Madero,6,2,42.9
Miguel Hidalgo,36,9,56.1
Gustavo A. Madero,36,9,38.9
Tlalpan,36,9,71.6
Cuauhtémoc,36,9,50
Tlalnepantla,36,9,55.6
Ecatepec,36,9,43.9
Cuajimalpa,36,9,78.1
Miguel Hidalgo,36,9,68.3
Nezahualcóyotl,36,9,41.4
Texcoco,36,9,33.4
Tlalpan,36,9,62.5
Tlalpan,36,9,19.8
Milpa Alta,36,9,19.1
Magdalena Contreras,36,9,41.5
Xochimilco,36,9,18.9
Gustavo A. Madero,36,9,56.4
Miguel Hidalgo,29,7,25.4
Gustavo A. Madero,29,7,0.5
Tlalpan,29,7,39.6
Cuauhtémoc,29,7,25.7
Tlalnepantla,29,7,2.8
Ecatepec,29,7,11.9
Cuajimalpa,29,7,10.2
Miguel Hidalgo,29,7,3.1
Nezahualcóyotl,29,7,1
Texcoco,29,7,0.6
Tlalpan,29,7,19.6
Tlalpan,29,7,46.5
Magdalena Contreras,29,7,20.5
Xochimilco,29,7,3
Miguel Hidalgo,30,7,31.5
Gustavo A. Madero,30,7,7.2
Tlalpan,30,7,16
Cuauhtémoc,30,7,15
Tlalnepantla,30,7,12.3
Ecatepec,30,7,16.4
Cuajimalpa,30,7,25
Miguel Hidalgo,30,7,20.6
Nezahualcóyotl,30,7,14.4
Texcoco,30,7,16.3
Tlalpan,30,7,37.3
Tlalpan,30,7,32.8
Milpa Alta,30,7,25.9
Magdalena Contreras,30,7,28.5
Xochimilco,30,7,22.1
Gustavo A. Madero,30,7,9.7
Miguel Hidalgo,31,7,81.8
Gustavo A. Madero,31,7,59
Tlalpan,31,7,47.5
Cuauhtémoc,31,7,40.5
Tlalnepantla,31,7,59.6
Ecatepec,31,7,68.9
Cuajimalpa,31,7,106.5
Miguel Hidalgo,31,7,58.2
Nezahualcóyotl,31,7,29.2
Texcoco,31,7,26
Tlalpan,31,7,62.5
Tlalpan,31,7,56.9
Milpa Alta,31,7,51.3
Magdalena Contreras,31,7,77.9
Xochimilco,31,7,36.6
Gustavo A. Madero,31,7,55.6
Miguel Hidalgo,23,6,85.1
Gustavo A. Madero,23,6,49
Tlalpan,23,6,80.8
Cuauhtémoc,23,6,49.7
Tlalnepantla,23,6,55.1
Ecatepec,23,6,67.4
Cuajimalpa,23,6,121.9
Miguel Hidalgo,23,6,89.7
Nezahualcóyotl,23,6,63.2
Texcoco,23,6,52.8
Tlalpan,23,6,69.6
Tlalpan,23,6,30.7
Milpa Alta,23,6,31
Magdalena Contreras,23,6,53.5
Xochimilco,23,6,75.6
Gustavo A. Madero,23,6,38.1
Miguel Hidalgo,33,8,58.4
Gustavo A. Madero,33,8,38.9
Tlalpan,33,8,59.2
Cuauhtémoc,33,8,13.5
Tlalnepantla,33,8,25.7
Ecatepec,33,8,6.8
Cuajimalpa,33,8,48.3
Miguel Hidalgo,33,8,80.8
Nezahualcóyotl,33,8,62
Texcoco,33,8,62.4
Tlalpan,33,8,44.7
Tlalpan,33,8,51.6
Milpa Alta,33,8,40.5
Magdalena Contreras,33,8,43.1
Xochimilco,33,8,65.7
Gustavo A. Madero,33,8,36.6
Miguel Hidalgo,34,8,39.9
Gustavo A. Madero,34,8,23.2
Tlalpan,34,8,72.6
Cuauhtémoc,34,8,40.9
Tlalnepantla,34,8,26.7
Ecatepec,34,8,22.5
Cuajimalpa,34,8,61.1
Miguel Hidalgo,34,8,27.2
Nezahualcóyotl,34,8,94.2
Texcoco,34,8,25.3
Tlalpan,34,8,69.9
Tlalpan,34,8,58.9
Milpa Alta,34,8,67.8
Magdalena Contreras,34,8,71.3
Xochimilco,34,8,23.6
Gustavo A. Madero,34,8,23.6
Miguel Hidalgo,35,8,137.4
Gustavo A. Madero,35,8,19
Tlalpan,35,8,175.5
Cuauhtémoc,35,8,36.1
Tlalnepantla,35,8,48.5
Ecatepec,35,8,24
Cuajimalpa,35,8,53.4
Miguel Hidalgo,35,8,111.5
Nezahualcóyotl,35,8,18.1
Texcoco,35,8,21.8
Tlalpan,35,8,114.3
Tlalpan,35,8,40.1
Milpa Alta,35,8,66.9
Magdalena Contreras,35,8,118.7
Xochimilco,35,8,22.8
Gustavo A. Madero,35,8,30.5
Miguel Hidalgo,10,3,11.4
Gustavo A. Madero,10,3,18.1
Tlalpan,10,3,30
Cuauhtémoc,10,3,32.3
Tlalnepantla,10,3,7.5
Ecatepec,10,3,14.5
Cuajimalpa,10,3,43.4
Miguel Hidalgo,10,3,21.6
Nezahualcóyotl,10,3,52.6
Texcoco,10,3,40.7
Tlalpan,10,3,20.3
Tlalpan,10,3,43.9
Milpa Alta,10,3,26.9
Magdalena Contreras,10,3,31.8
Xochimilco,10,3,7.4
Gustavo A. Madero,10,3,25.4
Miguel Hidalgo,41,10,74.4
Gustavo A. Madero,41,10,39.3
Tlalpan,41,10,56.1
Cuauhtémoc,41,10,20.8
Tlalnepantla,41,10,107.1
Ecatepec,41,10,18.1
Cuajimalpa,41,10,32.8
Miguel Hidalgo,41,10,51
Nezahualcóyotl,41,10,12
Texcoco,41,10,40.9
Tlalpan,41,10,68.6
Tlalpan,41,10,31.5
Milpa Alta,41,10,14.5
Magdalena Contreras,41,10,48.7
Xochimilco,41,10,7
Gustavo A. Madero,41,10,20.9
Miguel Hidalgo,38,9,43.2
Gustavo A. Madero,38,9,37.46
Tlalpan,38,9,104.1
Cuauhtémoc,38,9,75.2
Tlalnepantla,38,9,33.2
Ecatepec,38,9,14.7
Cuajimalpa,38,9,88.2
Miguel Hidalgo,38,9,17.8
Nezahualcóyotl,38,9,18.5
Texcoco,38,9,31
Tlalpan,38,9,71.4
Tlalpan,38,9,49
Milpa Alta,38,9,52.6
Magdalena Contreras,38,9,34.6
Xochimilco,38,9,48.8
Gustavo A. Madero,38,9,22.9
Miguel Hidalgo,39,9,28.2
Gustavo A. Madero,39,9,13.7
Tlalpan,39,9,38.6
Cuauhtémoc,39,9,4
Tlalnepantla,39,9,4.2
Ecatepec,39,9,2
Cuajimalpa,39,9,96.9
Miguel Hidalgo,39,9,14
Nezahualcóyotl,39,9,2
Texcoco,39,9,2
Tlalpan,39,9,51
Tlalpan,39,9,46.7
Milpa Alta,39,9,20.8
Magdalena Contreras,39,9,73.3
Xochimilco,39,9,12.6
Gustavo A. Madero,39,9,11.2
Miguel Hidalgo,2,1,12.2
Gustavo A. Madero,2,1,19
Tlalpan,2,1,45.7
Cuauhtémoc,2,1,22.4
Tlalnepantla,2,1,73.8
Ecatepec,2,1,10.7
Cuajimalpa,2,1,48.4
Miguel Hidalgo,2,1,30
Nezahualcóyotl,2,1,18
Texcoco,2,1,23.5
Tlalpan,2,1,56.4
Tlalpan,2,1,28.7
Milpa Alta,2,1,25.7
Magdalena Contreras,2,1,45.2
Gustavo A. Madero,2,1,26.4
Miguel Hidalgo,32,8,29.7
Gustavo A. Madero,32,8,19.1
Tlalpan,32,8,41.7
Cuauhtémoc,32,8,9.4
Tlalnepantla,32,8,38.2
Ecatepec,32,8,21.3
Cuajimalpa,32,8,28
Miguel Hidalgo,32,8,37.3
Nezahualcóyotl,32,8,58.7
Texcoco,32,8,17.8
Tlalpan,32,8,38.1
Tlalpan,32,8,43.7
Milpa Alta,32,8,12.2
Magdalena Contreras,32,8,65.7
Xochimilco,32,8,10.5
Gustavo A. Madero,32,8,37.8
Miguel Hidalgo,42,10,24.6
Gustavo A. Madero,42,10,2.8
Tlalpan,42,10,24.1
Cuauhtémoc,42,10,2.8
Tlalnepantla,42,10,10.4
Ecatepec,42,10,1.3
Cuajimalpa,42,10,67.7
Miguel Hidalgo,42,10,23.1
Nezahualcóyotl,42,10,5.2
Texcoco,42,10,2.6
Tlalpan,42,10,19.3
Tlalpan,42,10,37.1
Milpa Alta,42,10,7.2
Magdalena Contreras,42,10,29.2
Xochimilco,42,10,2.4
Gustavo A. Madero,42,10,2.8
Miguel Hidalgo,43,10,6.9
Gustavo A. Madero,43,10,96.5
Tlalpan,43,10,12.7
Cuauhtémoc,43,10,63.2
Tlalnepantla,43,10,25.2
Ecatepec,43,10,32.3
Cuajimalpa,43,10,3.7
Miguel Hidalgo,43,10,13.5
Nezahualcóyotl,43,10,19.3
Texcoco,43,10,13.2
Tlalpan,43,10,13.2
Tlalpan,43,10,30.7
Milpa Alta,43,10,36.8
Magdalena Contreras,43,10,13.6
Xochimilco,43,10,21.3
Gustavo A. Madero,43,10,28.7
Miguel Hidalgo,44,10,23.8
Gustavo A. Madero,44,10,34.8
Tlalpan,44,10,23.9
Cuauhtémoc,44,10,74.9
Tlalnepantla,44,10,22.5
Ecatepec,44,10,52.5
Cuajimalpa,44,10,16.8
Miguel Hidalgo,44,10,27.4
Nezahualcóyotl,44,10,1.84
Texcoco,44,10,11.4
Tlalpan,44,10,22
Tlalpan,44,10,33.16
Milpa Alta,44,10,67.3
Magdalena Contreras,44,10,25.5
Xochimilco,44,10,18.6
Gustavo A. Madero,44,10,23.3
Gustavo A. Madero,19,5,28.3
Cuauhtémoc,19,5,20.11
Tlalnepantla,19,5,6.2
Nezahualcóyotl,19,5,12.43
Texcoco,19,5,19.03
Milpa Alta,19,5,25.02
Gustavo A. Madero,19,5,25
Miguel Hidalgo,50,12,20.57
Tlalpan,50,12,0.7
Tlalnepantla,50,12,16.4
Cuajimalpa,50,12,24.1
Miguel Hidalgo,50,12,21.18
Texcoco,50,12,0.77
Tlalpan,50,12,29.47
Magdalena Contreras,50,12,12.59
Miguel Hidalgo,19,5,76.75
Gustavo A. Madero,19,5,17.96
Tlalpan,19,5,33.31
Cuauhtémoc,19,5,31.16
Tlalnepantla,19,5,26.71
Ecatepec,19,5,7.68
Cuajimalpa,19,5,23.49
Miguel Hidalgo,19,5,64.01
Nezahualcóyotl,19,5,13.05
Texcoco,19,5,25.33
Tlalpan,19,5,24.41
Tlalpan,19,5,21.18
Milpa Alta,19,5,27.94
Magdalena Contreras,19,5,23.64
Gustavo A. Madero,19,5,17.04
Miguel Hidalgo,20,5,12.89
Gustavo A. Madero,20,5,49.12
Tlalpan,20,5,33.62
Cuauhtémoc,20,5,24.25
Tlalnepantla,20,5,31.93
Ecatepec,20,5,19.65
Cuajimalpa,20,5,87.81
Miguel Hidalgo,20,5,18.57
Nezahualcóyotl,20,5,21.49
Texcoco,20,5,47.28
Tlalpan,20,5,17.04
Tlalpan,20,5,33.92
Milpa Alta,20,5,23.33
Magdalena Contreras,20,5,57.1
Xochimilco,20,5,14.43
Gustavo A. Madero,20,5,71.23
Miguel Hidalgo,21,5,30.24
Gustavo A. Madero,21,5,19.03
Tlalpan,21,5,21.64
Cuauhtémoc,21,5,35.61
Tlalnepantla,21,5,13.97
Ecatepec,21,5,21.03
Cuajimalpa,21,5,33.77
Miguel Hidalgo,21,5,40.53
Nezahualcóyotl,21,5,20.72
Texcoco,21,5,18.27
Tlalpan,21,5,31.32
Tlalpan,21,5,42.06
Milpa Alta,21,5,32.85
Gustavo A. Madero,21,5,13.05
Miguel Hidalgo,22,5,89.49
Gustavo A. Madero,22,5,34.69
Tlalpan,22,5,65.55
Cuauhtémoc,22,5,28.55
Tlalnepantla,22,5,53.88
Ecatepec,22,5,27.63
Cuajimalpa,22,5,74.76
Miguel Hidalgo,22,5,44.36
Nezahualcóyotl,22,5,28.09
Texcoco,22,5,35.77
Tlalpan,22,5,57.41
Tlalpan,22,5,35.61
Milpa Alta,22,5,18.73
Gustavo A. Madero,22,5,25.33
Miguel Hidalgo,23,6,17.35
Gustavo A. Madero,23,6,40.83
Tlalpan,23,6,35.92
Cuauhtémoc,23,6,14.58
Tlalnepantla,23,6,7.37
Ecatepec,23,6,46.05
Cuajimalpa,23,6,24.41
Nezahualcóyotl,23,6,10.28
Texcoco,23,6,64.17
Tlalpan,23,6,25.17
Tlalpan,23,6,9.82
Milpa Alta,23,6,13.66
Magdalena Contreras,23,6,24.56
Xochimilco,23,6,12.59
Gustavo A. Madero,23,6,8.14
Miguel Hidalgo,24,6,11.97
Gustavo A. Madero,24,6,11.05
Tlalpan,24,6,21.8
Cuauhtémoc,24,6,7.37
Tlalnepantla,24,6,16.12
Ecatepec,24,6,8.6
Cuajimalpa,24,6,37.3
Miguel Hidalgo,24,6,29.32
Nezahualcóyotl,24,6,4.91
Texcoco,24,6,18.27
Tlalpan,24,6,32.85
Tlalpan,24,6,3.99
Milpa Alta,24,6,10.9
Magdalena Contreras,24,6,33.62
Xochimilco,24,6,11.97
Gustavo A. Madero,24,6,1
Miguel Hidalgo,25,6,26.1
Gustavo A. Madero,25,6,24.25
Tlalpan,25,6,56.18
Cuauhtémoc,25,6,24.41
Tlalnepantla,25,6,37.92
Ecatepec,25,6,28.71
Cuajimalpa,25,6,13.97
Miguel Hidalgo,25,6,18.11
Nezahualcóyotl,25,6,0.61
Texcoco,25,6,19.65
Tlalpan,25,6,77.98
Tlalpan,25,6,98.86
Milpa Alta,25,6,31.16
Magdalena Contreras,25,6,27.17
Xochimilco,25,6,7.98
Gustavo A. Madero,25,6,28.55
Miguel Hidalgo,26,6,81.2
Gustavo A. Madero,26,6,25.64
Tlalpan,26,6,43.9
Cuauhtémoc,26,6,67.08
Tlalnepantla,26,6,70.92
Ecatepec,26,6,26.86
Cuajimalpa,26,6,53.57
Miguel Hidalgo,26,6,48.05
Nezahualcóyotl,26,6,6.45
Texcoco,26,6,11.21
Tlalpan,26,6,53.57
Tlalpan,26,6,104.08
Milpa Alta,26,6,49.12
Xochimilco,26,6,33.77
Gustavo A. Madero,26,6,40.99
Miguel Hidalgo,27,6,58.49
Gustavo A. Madero,27,6,128.18
Tlalpan,27,6,18.11
Cuauhtémoc,27,6,14.43
Tlalnepantla,27,6,8.75
Ecatepec,27,6,60.48
Cuajimalpa,27,6,44.98
Miguel Hidalgo,27,6,40.83
Nezahualcóyotl,27,6,21.49
Texcoco,27,6,27.02
Tlalpan,27,6,34.85
Tlalpan,27,6,32.7
Milpa Alta,27,6,26.71
Xochimilco,27,6,15.04
Gustavo A. Madero,27,6,66.62
Miguel Hidalgo,28,7,11.67
Gustavo A. Madero,28,7,10.13
Tlalpan,28,7,31.32
Cuauhtémoc,28,7,14.89
Tlalnepantla,28,7,3.84
Ecatepec,28,7,5.83
Cuajimalpa,28,7,32.54
Miguel Hidalgo,28,7,2.92
Nezahualcóyotl,28,7,17.96
Texcoco,28,7,9.36
Tlalpan,28,7,53.11
Tlalpan,28,7,16.73
Milpa Alta,28,7,1.84
Magdalena Contreras,28,7,29.47
Gustavo A. Madero,28,7,12.13
Miguel Hidalgo,29,7,44.06
Gustavo A. Madero,29,7,32.7
Tlalpan,29,7,33.77
Cuauhtémoc,29,7,17.96
Tlalnepantla,29,7,4.45
Ecatepec,29,7,13.51
Cuajimalpa,29,7,57.41
Miguel Hidalgo,29,7,49.12
Nezahualcóyotl,29,7,10.28
Texcoco,29,7,14.89
Tlalpan,29,7,69.85
Tlalpan,29,7,77.06
Milpa Alta,29,7,45.59
Gustavo A. Madero,29,7,31.47
Miguel Hidalgo,30,7,29.01
Gustavo A. Madero,30,7,19.19
Tlalpan,30,7,50.5
Cuauhtémoc,30,7,31.93
Tlalnepantla,30,7,7.21
Ecatepec,30,7,33
Cuajimalpa,30,7,54.34
Miguel Hidalgo,30,7,13.51
Nezahualcóyotl,30,7,21.8
Texcoco,30,7,38.84
Tlalpan,30,7,32.54
Tlalpan,30,7,34.85
Milpa Alta,30,7,23.49
Xochimilco,30,7,14.89
Gustavo A. Madero,30,7,31.32
Miguel Hidalgo,31,7,19.34
Gustavo A. Madero,31,7,11.51
Tlalpan,31,7,2.15
Cuauhtémoc,31,7,19.96
Tlalnepantla,31,7,33.46
Ecatepec,31,7,19.65
Cuajimalpa,31,7,45.44
Miguel Hidalgo,31,7,0.92
Texcoco,31,7,2.15
Tlalpan,31,7,25.64
Tlalpan,31,7,13.66
Milpa Alta,31,7,7.83
Xochimilco,31,7,4.61
Gustavo A. Madero,31,7,5.53
Miguel Hidalgo,32,8,56.8
Gustavo A. Madero,32,8,4.91
Tlalpan,32,8,12.13
Cuauhtémoc,32,8,6.6
Tlalnepantla,32,8,21.34
Miguel Hidalgo,32,8,22.72
Nezahualcóyotl,32,8,10.44
Texcoco,32,8,11.67
Tlalpan,32,8,18.11
Tlalpan,32,8,36.84
Milpa Alta,32,8,55.26
Magdalena Contreras,32,8,90.57
Xochimilco,32,8,58.79
Gustavo A. Madero,32,8,3.22
Miguel Hidalgo,33,8,3.68
Gustavo A. Madero,33,8,7.21
Tlalpan,33,8,21.64
Cuauhtémoc,33,8,27.78
Tlalnepantla,33,8,7.98
Ecatepec,33,8,7.52
Miguel Hidalgo,33,8,5.37
Nezahualcóyotl,33,8,30.24
Texcoco,33,8,60.48
Tlalpan,33,8,37.92
Tlalpan,33,8,43.29
Milpa Alta,33,8,61.71
Magdalena Contreras,33,8,33.16
Xochimilco,33,8,49.74
Gustavo A. Madero,33,8,7.21
Miguel Hidalgo,34,8,16.43
Gustavo A. Madero,34,8,51.42
Tlalpan,34,8,15.2
Cuauhtémoc,34,8,15.66
Tlalnepantla,34,8,4.3
Ecatepec,34,8,24.87
Cuajimalpa,34,8,16.89
Miguel Hidalgo,34,8,1.84
Nezahualcóyotl,34,8,32.7
Texcoco,34,8,33
Tlalpan,34,8,41.75
Tlalpan,34,8,22.57
Milpa Alta,34,8,14.28
Magdalena Contreras,34,8,45.59
Xochimilco,34,8,26.4
Gustavo A. Madero,34,8,51.73
Miguel Hidalgo,35,8,93.18
Gustavo A. Madero,35,8,2.76
Tlalpan,35,8,8.9
Cuauhtémoc,35,8,12.28
Tlalnepantla,35,8,134.62
Ecatepec,35,8,2.61
Cuajimalpa,35,8,38.53
Miguel Hidalgo,35,8,93.64
Nezahualcóyotl,35,8,1.54
Texcoco,35,8,7.21
Tlalpan,35,8,21.49
Tlalpan,35,8,95.48
Milpa Alta,35,8,17.19
Magdalena Contreras,35,8,36.69
Xochimilco,35,8,10.59
Gustavo A. Madero,35,8,2.61
Miguel Hidalgo,36,8,37.92
Gustavo A. Madero,36,8,66.16
Tlalpan,36,8,43.9
Cuauhtémoc,36,8,102.23
Tlalnepantla,36,8,39.76
Ecatepec,36,8,29.32
Cuajimalpa,36,8,34.39
Miguel Hidalgo,36,8,30.85
Nezahualcóyotl,36,8,25.02
Texcoco,36,8,35.61
Tlalpan,36,8,40.22
Tlalpan,36,8,20.42
Milpa Alta,36,8,23.49
Magdalena Contreras,36,8,64.17
Xochimilco,36,8,47.74
Gustavo A. Madero,36,8,84.12
Miguel Hidalgo,37,9,81.67
Gustavo A. Madero,37,9,0.51
Tlalpan,37,9,45.28
Cuauhtémoc,37,9,9.21
Tlalnepantla,37,9,79.52
Ecatepec,37,9,16.27
Cuajimalpa,37,9,102.23
Miguel Hidalgo,37,9,73.84
Nezahualcóyotl,37,9,26.71
Texcoco,37,9,31.16
Tlalpan,37,9,35.92
Tlalpan,37,9,29.01
Milpa Alta,37,9,3.38
Magdalena Contreras,37,9,40.37
Xochimilco,37,9,2.46
Gustavo A. Madero,37,9,4.45
Miguel Hidalgo,38,9,12.28
Gustavo A. Madero,38,9,28.86
Tlalpan,38,9,3.38
Cuauhtémoc,38,9,45.28
Tlalnepantla,38,9,7.37
Ecatepec,38,9,44.82
Cuajimalpa,38,9,3.38
Miguel Hidalgo,38,9,2.46
